,preprocess,inference,postprocess
0,2.001047134399414,164.63232040405273,1.2621879577636719
0,1.9986629486083984,162.83607482910156,1.0013580322265625
0,1.9991397857666016,187.23058700561523,0.9973049163818359
0,2.0017623901367188,188.38047981262207,0.0
0,2.002716064453125,167.09065437316895,0.0
0,1.9998550415039062,197.07703590393066,0.9973049163818359
0,3.998994827270508,214.7834300994873,0.9982585906982422
0,2.0017623901367188,193.83835792541504,0.9989738464355469
0,1.5079975128173828,203.39012145996094,1.0845661163330078
0,3.002643585205078,193.20392608642578,0.9977817535400391
0,3.021717071533203,228.1494140625,1.0066032409667969
0,2.0020008087158203,214.73073959350586,0.0
0,2.970457077026367,194.2586898803711,1.985311508178711
0,3.010272979736328,205.02591133117676,1.0099411010742188
0,2.0008087158203125,192.30985641479492,1.8925666809082031
0,2.0003318786621094,224.66373443603516,0.9973049163818359
0,3.000020980834961,207.11255073547363,0.9992122650146484
0,0.9987354278564453,194.42439079284668,1.0066032409667969
0,2.977609634399414,199.91588592529297,1.0001659393310547
0,2.001523971557617,173.82454872131348,1.0013580322265625
0,2.0003318786621094,218.81723403930664,1.9998550415039062
0,1.9979476928710938,200.8819580078125,1.0006427764892578
0,2.0036697387695312,172.91712760925293,1.0139942169189453
0,3.002643585205078,195.6169605255127,1.0530948638916016
0,2.0906925201416016,193.6643123626709,2.0012855529785156
0,1.512289047241211,185.07933616638184,1.0006427764892578
0,1.9996166229248047,200.13093948364258,0.9984970092773438
0,2.0003318786621094,187.1039867401123,0.9989738464355469
0,2.118349075317383,183.4554672241211,0.99945068359375
0,1.9991397857666016,194.18573379516602,0.9989738464355469
0,3.0040740966796875,195.87230682373047,1.9993782043457031
0,2.0062923431396484,222.16105461120605,1.0004043579101562
0,2.35748291015625,175.39381980895996,1.0080337524414062
0,3.9975643157958984,189.3911361694336,0.9963512420654297
0,1.7161369323730469,195.73664665222168,1.0864734649658203
0,2.9904842376708984,188.92383575439453,2.0110607147216797
0,2.003192901611328,197.82543182373047,0.9977817535400391
0,1.9998550415039062,197.90172576904297,1.085042953491211
0,1.9979476928710938,185.58573722839355,0.9982585906982422
0,2.002239227294922,193.74775886535645,1.0085105895996094
0,2.9954910278320312,187.99138069152832,1.087188720703125
0,2.079010009765625,174.3931770324707,1.0001659393310547
0,1.997232437133789,190.2449131011963,1.0013580322265625
0,2.0029544830322266,197.65043258666992,0.9984970092773438
0,0.9922981262207031,188.0660057067871,0.9982585906982422
0,2.009153366088867,197.91698455810547,1.0013580322265625
0,3.0019283294677734,201.26771926879883,2.205371856689453
0,0.9996891021728516,188.02642822265625,0.9987354278564453
0,2.0020008087158203,186.3844394683838,1.0006427764892578
0,2.995729446411133,162.59169578552246,0.9720325469970703
0,2.003908157348633,206.3908576965332,0.9963512420654297
0,1.9953250885009766,174.52502250671387,0.9999275207519531
0,3.000497817993164,161.64278984069824,1.0251998901367188
0,0.9963512420654297,207.83185958862305,0.9977817535400391
0,2.012491226196289,182.14082717895508,1.9931793212890625
0,2.018451690673828,200.9255886077881,0.9958744049072266
0,2.0024776458740234,185.79602241516113,1.9998550415039062
0,1.9996166229248047,196.08783721923828,0.0
0,3.0024051666259766,202.1160125732422,0.9787082672119141
0,2.0139217376708984,193.53652000427246,0.9858608245849609
0,2.0017623901367188,188.45319747924805,0.99945068359375
0,2.5093555450439453,195.6040859222412,2.0208358764648438
0,3.0035972595214844,215.04616737365723,0.9977817535400391
0,2.010822296142578,200.26588439941406,0.9906291961669922
0,2.003192901611328,189.55326080322266,0.9875297546386719
0,0.9996891021728516,190.35768508911133,1.0755062103271484
0,2.000570297241211,175.80747604370117,0.99945068359375
0,2.001523971557617,186.64121627807617,0.9977817535400391
0,2.103567123413086,191.72096252441406,0.9999275207519531
0,1.9991397857666016,205.06668090820312,0.9098052978515625
0,1.9993782043457031,189.00179862976074,0.9999275207519531
0,1.9993782043457031,181.84185028076172,0.9999275207519531
0,2.000093460083008,208.5580825805664,1.0170936584472656
0,3.0837059020996094,189.33749198913574,0.8754730224609375
0,1.9125938415527344,186.39850616455078,1.085042953491211
0,3.003835678100586,186.10405921936035,1.9977092742919922
0,1.0018348693847656,186.4602565765381,1.9803047180175781
0,2.998828887939453,193.57562065124512,0.9996891021728516
0,2.996683120727539,205.65056800842285,0.99945068359375
0,3.0024051666259766,214.68806266784668,1.0831356048583984
0,3.0012130737304688,185.94861030578613,0.99945068359375
0,2.000093460083008,181.14590644836426,0.9927749633789062
0,2.9993057250976562,193.64333152770996,1.0013580322265625
0,2.0020008087158203,203.26972007751465,0.0
0,1.9986629486083984,197.43895530700684,1.0020732879638672
0,2.0017623901367188,215.92307090759277,1.0008811950683594
0,3.440380096435547,190.53125381469727,0.9992122650146484
0,2.0012855529785156,181.260347366333,0.0
0,1.0340213775634766,187.730073928833,0.9999275207519531
0,3.0167102813720703,213.81807327270508,1.013040542602539
0,1.5208721160888672,178.8647174835205,1.0137557983398438
0,3.0317306518554688,203.34553718566895,0.9980201721191406
0,3.1130313873291016,243.9866065979004,0.9987354278564453
0,1.0004043579101562,233.37388038635254,0.9973049163818359
0,3.002643585205078,240.38410186767578,0.0
0,3.0002593994140625,246.87790870666504,1.0027885437011719
0,2.001523971557617,214.74838256835938,0.9992122650146484
0,1.9085407257080078,244.54951286315918,1.9986629486083984
0,1.9998550415039062,240.03195762634277,0.99945068359375
0,3.009796142578125,244.62151527404785,1.001119613647461
0,3.000497817993164,221.9231128692627,1.0259151458740234
0,2.000093460083008,210.9997272491455,1.9974708557128906
0,2.0008087158203125,184.89909172058105,1.9741058349609375
0,2.004861831665039,198.78125190734863,0.9977817535400391
0,1.9998550415039062,233.1373691558838,0.9365081787109375
0,1.9991397857666016,203.44233512878418,1.0008811950683594
0,3.0012130737304688,196.46453857421875,1.0035037994384766
0,2.0051002502441406,187.61825561523438,0.9996891021728516
0,3.0002593994140625,223.27327728271484,1.0960102081298828
0,3.0007362365722656,207.44824409484863,1.9917488098144531
0,1.0716915130615234,207.33094215393066,1.0139942169189453
0,1.9979476928710938,200.18458366394043,0.9992122650146484
0,3.0138492584228516,197.3128318786621,1.0001659393310547
0,5.001544952392578,186.70201301574707,0.9999275207519531
0,2.9997825622558594,189.44334983825684,0.5078315734863281
0,1.9757747650146484,204.65540885925293,1.0018348693847656
0,2.000093460083008,220.50786018371582,0.99945068359375
0,3.0066967010498047,223.94180297851562,0.9660720825195312
0,1.9910335540771484,212.37993240356445,0.9992122650146484
0,1.9991397857666016,219.82145309448242,1.0006427764892578
0,3.0307769775390625,223.6001491546631,1.0066032409667969
0,3.0014514923095703,210.0656032562256,2.000093460083008
0,2.0003318786621094,220.8859920501709,0.9937286376953125
0,1.8537044525146484,200.11258125305176,0.9984970092773438
0,1.9903182983398438,174.06535148620605,0.0
0,1.5354156494140625,212.2511863708496,0.9934902191162109
0,3.1337738037109375,199.18131828308105,0.9992122650146484
0,2.003192901611328,174.20053482055664,1.9996166229248047
0,1.9989013671875,190.11187553405762,0.9982585906982422
0,2.996206283569336,198.03881645202637,1.9991397857666016
0,4.00090217590332,188.57812881469727,1.1103153228759766
0,2.0003318786621094,198.26364517211914,0.8823871612548828
0,1.9993782043457031,191.02120399475098,0.9987354278564453
0,2.000093460083008,197.22700119018555,1.0230541229248047
0,1.4157295227050781,191.88952445983887,0.9906291961669922
0,1.9981861114501953,171.89288139343262,1.0280609130859375
0,0.9973049163818359,202.52323150634766,0.9982585906982422
0,2.096414566040039,203.25946807861328,0.9958744049072266
0,2.0792484283447266,196.46596908569336,0.0
0,2.0017623901367188,174.2420196533203,1.081705093383789
0,0.9996891021728516,194.31543350219727,0.9887218475341797
0,1.9998550415039062,185.60409545898438,0.9999275207519531
0,1.9996166229248047,199.1276741027832,0.9996891021728516
0,2.000570297241211,206.2702178955078,0.9989738464355469
0,2.001047134399414,179.1820526123047,0.9944438934326172
0,2.9990673065185547,191.8630599975586,1.0004043579101562
0,2.0847320556640625,184.39269065856934,1.0118484497070312
0,3.0007362365722656,187.43395805358887,0.9899139404296875
0,1.0063648223876953,173.99358749389648,1.0001659393310547
0,2.0020008087158203,217.0882225036621,0.9984970092773438
0,4.010200500488281,184.72027778625488,0.9922981262207031
0,1.2140274047851562,209.55681800842285,1.0356903076171875
0,1.9996166229248047,184.67235565185547,0.9753704071044922
0,0.9138584136962891,205.0011157989502,1.9803047180175781
0,2.508401870727539,193.6342716217041,0.9992122650146484
0,2.025604248046875,179.98051643371582,0.9949207305908203
0,1.997232437133789,179.8543930053711,0.0
0,0.9989738464355469,221.68302536010742,0.9768009185791016
0,2.000570297241211,199.87964630126953,0.9989738464355469
0,2.0041465759277344,164.0300750732422,0.5044937133789062
0,2.002239227294922,194.58413124084473,0.9999275207519531
0,2.997875213623047,200.47235488891602,0.9999275207519531
0,2.0008087158203125,191.2689208984375,0.9884834289550781
0,2.2144317626953125,211.1489772796631,0.9999275207519531
0,1.9998550415039062,183.20250511169434,1.0225772857666016
0,2.000093460083008,206.8331241607666,1.0821819305419922
0,1.9984245300292969,199.6612548828125,1.010894775390625
0,2.084493637084961,197.3252296447754,1.0242462158203125
0,1.997232437133789,189.15271759033203,0.9977817535400391
0,2.0029544830322266,199.48887825012207,0.9968280792236328
0,1.9989013671875,185.88733673095703,1.9998550415039062
0,1.9977092742919922,200.81424713134766,0.9896755218505859
0,0.9984970092773438,177.6103973388672,0.9999275207519531
0,0.9996891021728516,207.3349952697754,0.99945068359375
0,1.0004043579101562,210.7257843017578,1.0538101196289062
0,1.9996166229248047,194.67401504516602,0.9205341339111328
0,2.067089080810547,199.21278953552246,1.001596450805664
0,2.0933151245117188,186.79356575012207,0.9992122650146484
0,1.9991397857666016,189.500093460083,0.9908676147460938
0,3.109455108642578,197.04699516296387,1.0342597961425781
0,1.9998550415039062,174.10826683044434,0.99945068359375
0,1.2295246124267578,201.02643966674805,1.0001659393310547
0,1.997232437133789,192.54279136657715,2.000570297241211
0,1.8928050994873047,203.89890670776367,0.9362697601318359
0,1.0013580322265625,204.8318386077881,1.1146068572998047
0,1.3141632080078125,191.3604736328125,0.99945068359375
0,2.999544143676758,211.76934242248535,1.0001659393310547
0,2.0041465759277344,205.2440643310547,0.9999275207519531
0,3.0014514923095703,233.44945907592773,0.9975433349609375
0,1.9991397857666016,230.69190979003906,1.3349056243896484
0,3.0012130737304688,231.68611526489258,1.0137557983398438
0,3.0007362365722656,207.51237869262695,2.02178955078125
0,2.2966861724853516,203.43518257141113,0.9958744049072266
0,1.9993782043457031,204.07414436340332,0.0
0,2.0017623901367188,209.86557006835938,0.9996891021728516
0,1.9998550415039062,201.11894607543945,1.004934310913086
0,3.756284713745117,295.029878616333,2.259969711303711
0,3.0002593994140625,315.45042991638184,2.0034313201904297
0,4.997968673706055,320.01543045043945,1.9986629486083984
0,4.002571105957031,511.2581253051758,1.9991397857666016
0,3.8557052612304688,527.3354053497314,1.369476318359375
0,31.61311149597168,368.73936653137207,0.9975433349609375
0,4.612922668457031,307.8045845031738,0.9982585906982422
0,2.0020008087158203,249.5884895324707,1.0030269622802734
0,3.6878585815429688,238.05761337280273,0.9977817535400391
0,2.544403076171875,234.71498489379883,0.9999275207519531
0,3.0012130737304688,272.35913276672363,2.0630359649658203
0,3.026723861694336,229.27570343017578,0.99945068359375
0,2.000570297241211,243.62897872924805,2.0024776458740234
0,3.0481815338134766,226.85575485229492,0.0
0,3.0031204223632812,288.7225151062012,0.9942054748535156
0,3.0100345611572266,323.37117195129395,1.007080078125
0,4.006147384643555,314.55087661743164,0.0
0,4.998207092285156,233.19625854492188,0.9989738464355469
0,2.000570297241211,285.33172607421875,1.0020732879638672
0,3.145933151245117,307.3742389678955,0.0
0,2.0089149475097656,233.36315155029297,0.9980201721191406
0,2.9838085174560547,250.11134147644043,0.9987354278564453
0,3.0214786529541016,279.3607711791992,1.0008811950683594
0,3.0012130737304688,250.57601928710938,1.9960403442382812
0,1.9989013671875,218.170166015625,1.9993782043457031
0,2.075672149658203,218.95742416381836,0.9999275207519531
0,1.9965171813964844,248.13389778137207,2.4216175079345703
0,2.998828887939453,288.4213924407959,2.0020008087158203
0,3.4105777740478516,356.7495346069336,2.9985904693603516
0,3.000497817993164,309.79037284851074,1.0008811950683594
0,3.996610641479492,308.1495761871338,1.0046958923339844
0,4.0073394775390625,360.98194122314453,0.9975433349609375
0,2.234220504760742,274.899959564209,0.0
0,3.998279571533203,238.908052444458,0.99945068359375
0,5.024433135986328,310.66226959228516,1.0056495666503906
0,2.4950504302978516,312.26420402526855,2.519369125366211
0,3.9987564086914062,239.20464515686035,1.0001659393310547
0,3.0028820037841797,276.8363952636719,0.9982585906982422
0,4.998445510864258,265.50912857055664,0.9758472442626953
0,1.9981861114501953,177.42109298706055,0.9989738464355469
0,1.9955635070800781,181.69188499450684,1.0805130004882812
0,2.0792484283447266,182.10101127624512,0.9965896606445312
0,5.011081695556641,215.7447338104248,0.0
0,1.0068416595458984,225.70109367370605,0.0
0,3.081083297729492,205.23905754089355,0.9827613830566406
0,1.9977092742919922,173.5696792602539,0.9248256683349609
0,2.232789993286133,173.6443042755127,0.9968280792236328
0,1.997232437133789,277.3435115814209,0.9989738464355469
0,2.0873546600341797,203.85336875915527,0.0
0,2.0928382873535156,214.65587615966797,1.0004043579101562
0,3.1061172485351562,189.07451629638672,0.0
0,4.092693328857422,170.7596778869629,0.9064674377441406
0,1.9881725311279297,179.10456657409668,0.0
0,3.3354759216308594,197.15166091918945,0.0
0,1.9991397857666016,211.34662628173828,0.0
0,1.9960403442382812,189.35894966125488,1.0106563568115234
0,2.0034313201904297,175.10223388671875,1.0037422180175781
0,1.0042190551757812,180.05871772766113,1.032114028930664
0,3.997325897216797,203.89223098754883,1.0042190551757812
0,2.0034313201904297,189.0556812286377,0.0
0,0.9999275207519531,189.8794174194336,0.9989738464355469
0,2.0771026611328125,182.54947662353516,0.7672309875488281
0,2.0046234130859375,184.98611450195312,0.0
0,2.007007598876953,220.916748046875,0.9949207305908203
0,1.9979476928710938,175.95696449279785,0.9987354278564453
0,1.5172958374023438,196.0132122039795,1.1546611785888672
0,3.017425537109375,216.39513969421387,1.005411148071289
0,3.011465072631836,202.32439041137695,0.9801387786865234
0,0.9989738464355469,311.4759922027588,0.9562969207763672
0,1.9986629486083984,195.9078311920166,0.9982585906982422
0,1.0039806365966797,183.7325096130371,1.9993782043457031
0,2.998828887939453,188.6146068572998,0.9982585906982422
0,1.7864704132080078,236.17100715637207,2.3148059844970703
0,2.3572444915771484,191.47086143493652,2.027750015258789
0,3.9987564086914062,195.28603553771973,0.9996891021728516
0,2.0036697387695312,231.0500144958496,1.0004043579101562
0,2.0041465759277344,204.14304733276367,0.96893310546875
0,2.000570297241211,196.5615749359131,1.0066032409667969
0,1.8355846405029297,196.77066802978516,2.000093460083008
0,2.0363330841064453,210.85548400878906,0.9717941284179688
0,2.0008087158203125,289.83020782470703,0.99945068359375
0,4.004716873168945,203.6142349243164,1.9137859344482422
0,2.1674633026123047,223.1614589691162,0.972747802734375
0,1.9979476928710938,161.60202026367188,1.009225845336914
0,2.000093460083008,182.19566345214844,2.0062923431396484
0,1.5780925750732422,220.2301025390625,1.0137557983398438
0,1.9962787628173828,195.68872451782227,0.9992122650146484
0,2.0232200622558594,197.40676879882812,1.0023117065429688
0,4.000186920166016,189.14461135864258,0.0
0,2.010822296142578,197.50571250915527,0.0
0,1.996755599975586,193.58515739440918,0.0
0,2.9993057250976562,226.51052474975586,1.0006427764892578
0,2.9973983764648438,194.92101669311523,0.9984970092773438
0,2.0003318786621094,284.08145904541016,1.0008811950683594
0,2.000093460083008,242.6612377166748,1.0006427764892578
